Created At,Locations,Organization ID,Organization Name,Organization Logo URL,Organization Slug,Organization Topics,Organization Industry Tags,Organization Stage,Organization Head Count,Source,Slug,Title,URL,Featured,Has Description
1696692171,"['Montreal, QC, Canada']",5978,Vention,https://cdn.filestackcontent.com/anq8wK2zQpuosqstUBfL,vention,"['B2B', 'C100 alumni', 'Industrial', 'Manufacturing', 'Robotics', 'Team true north']","['DeepTech', 'Hardware', 'Manufacturing', 'Software']",series_c_plus,4,career_page,30539619-commercial-account-executive,Commercial Account Executive,https://jobs.smartrecruiters.com/Vention/743999935511350,True,False
1696690358,"['United States', 'Canada', 'Remote']",5500,Vidyard,https://cdn.filestackcontent.com/Iq9JzSkcS0eZ4PmoMbyE,vidyard,"['B2B', 'Media & entertainment', 'Productivity', 'SaaS', 'Software', 'Team true north']","['Media', 'Software']",other,4,career_page,30537486-director-of-sales-enterprise-acquisition,"Director of Sales, Enterprise Acquisition",https://boards.greenhouse.io/vidyard/jobs/5417227,True,True
1696688185,"['Toronto, ON, Canada', 'Vancouver, BC, Canada']",19807,Hootsuite,https://cdn.filepicker.io/api/file/sOeiCoJS9OhHtRpay0Fd,hootsuite-19807,"['500+', 'Advertising/marketing', 'B2B', 'Software', 'Team true north']","['Information Technology', 'Media', 'Sales and Marketing', 'Software']",other,5,career_page,30530335-senior-software-developer-developpeur-logiciel-senior,Senior Software Developer | Développeur logiciel sénior,https://careers.hootsuite.com/jobs/?gh_jid=5401747,True,True
1697920744,"['Vancouver, BC, Canada']",17894,Semios,https://cdn.filestackcontent.com/ht4hbJQsSCeVs1j8Qx8J,semios,"['Agriculture', 'B2B', 'C100 alumni', 'Data & analytics', 'Sensors/IoT']",['Agriculture and Farming'],other,3,career_page,30969438-chemistry-co-op,Chemistry Co-op,https://apply.workable.com/semios/j/3FB5BF6465,False,True
1697885967,"['Toronto, ON, Canada', 'Waterloo, ON, Canada']",10596,Axonify,https://cdn.filepicker.io/api/file/nelvGBqRFyp9A6F6uZoQ,axonify,"['B2B', 'Data & analytics', 'Education', 'Female founded', 'HR', 'SaaS', 'Software']","['Education', 'Information Technology', 'Software']",other,4,career_page,30967923-senior-talent-acquisition-partner-15-months-contract,Senior Talent Acquisition Partner (15 months contract),https://jobs.lever.co/axonify/8ee0c79a-e144-420e-a786-bebd8023cec0,False,True
1697885770,"['Toronto, ON, Canada']",10610,Deep Genomics,https://cdn.filestackcontent.com/vFxTQWdbTjOi36thqKgb,deep-genomics,"['50-99', 'AI/ML', 'B2B', 'Biotechnology', 'Medical/life sciences', 'Software']","['Biotechnology', 'DeepTech', 'Health', 'Software']",series_c_plus,3,career_page,30967494-senior-research-scientist-statistical-genetics,(Senior) Research Scientist - Statistical Genetics,https://jobs.lever.co/deepgenomics/1fed233b-2389-4a69-bd79-c8140c67b6b8,False,True
1697885608,['Remote'],10590,360insights,https://cdn.filepicker.io/api/file/a5gfoozaQlisM5ck7dnB,360insights,"['100-499', 'Advertising/marketing', 'B2B', 'SaaS', 'Software']","['Finance', 'Information Technology', 'Manufacturing', 'Software']",other,4,career_page,30966960-technical-analyst,Technical Analyst,https://jobs.jobvite.com/360insights/job/oiYOofwc,False,False
1697885608,"['Remote', 'Whitby, ON, Canada']",10590,360insights,https://cdn.filepicker.io/api/file/a5gfoozaQlisM5ck7dnB,360insights,"['100-499', 'Advertising/marketing', 'B2B', 'SaaS', 'Software']","['Finance', 'Information Technology', 'Manufacturing', 'Software']",other,4,career_page,30966957-accounting-associate-6-months,Accounting Associate - 6 months,https://jobs.jobvite.com/360insights/job/oHSxofwe,False,False
1697885607,"['Remote', 'Whitby, ON, Canada']",10590,360insights,https://cdn.filepicker.io/api/file/a5gfoozaQlisM5ck7dnB,360insights,"['100-499', 'Advertising/marketing', 'B2B', 'SaaS', 'Software']","['Finance', 'Information Technology', 'Manufacturing', 'Software']",other,4,career_page,30966956-client-support-specialist,Client Support Specialist,https://jobs.jobvite.com/360insights/job/ov5WofwE,False,False
1697885607,"['Remote', 'Whitby, ON, Canada']",10590,360insights,https://cdn.filepicker.io/api/file/a5gfoozaQlisM5ck7dnB,360insights,"['100-499', 'Advertising/marketing', 'B2B', 'SaaS', 'Software']","['Finance', 'Information Technology', 'Manufacturing', 'Software']",other,4,career_page,30966953-client-support-specialist,Client Support Specialist,https://jobs.jobvite.com/360insights/job/o15Wofwa,False,False
1697885606,"['Remote', 'Whitby, ON, Canada']",10590,360insights,https://cdn.filepicker.io/api/file/a5gfoozaQlisM5ck7dnB,360insights,"['100-499', 'Advertising/marketing', 'B2B', 'SaaS', 'Software']","['Finance', 'Information Technology', 'Manufacturing', 'Software']",other,4,career_page,30966948-client-support-specialist,Client Support Specialist,https://jobs.jobvite.com/360insights/job/oi4Wofwq,False,False
1697885552,['Remote'],10666,RateHub.ca,https://cdn.filestackcontent.com/PbSWtQVzSAyzm2L57jgU,ratehub-ca,"['B2C', 'Consumer & lifestyle', 'Female founded', 'Finance', 'Marketplace', 'Software']","['Finance', 'Real Estate']",series_a,3,career_page,30966837-personal-lines-sales-broker-bc,Personal Lines Sales Broker - BC,https://ratehubinc.applytojob.com/apply/DHhCtHFJ7a/Personal-Lines-Sales-Broker-BC,False,False
1697885552,['Remote'],10666,RateHub.ca,https://cdn.filestackcontent.com/PbSWtQVzSAyzm2L57jgU,ratehub-ca,"['B2C', 'Consumer & lifestyle', 'Female founded', 'Finance', 'Marketplace', 'Software']","['Finance', 'Real Estate']",series_a,3,career_page,30966835-personal-lines-sales-broker-alberta,Personal Lines Sales Broker - Alberta,https://ratehubinc.applytojob.com/apply/Pd0DP3FbXo/Personal-Lines-Sales-Broker-Alberta,False,False
1697885262,"['Burnaby, BC, Canada']",11391,Rise People,https://cdn.filepicker.io/api/file/va6vLGtKTtuRX5KrfUCS,rise-people,"['100-499', 'B2B', 'HR', 'SaaS', 'Software']","['Finance', 'HR and Recruiting', 'Software']",series_a,3,career_page,30966395-senior-software-engineer-front-end-specialist,Senior Software Engineer - Front-end specialist,https://careers.risepeople.com/rise/en/8262_senior-software-engineer--frontend-specialist,False,False
1697883982,"['Eden Prairie, MN, USA']",11236,Arctic Wolf,https://cdn.filestackcontent.com/Sx4RbOQDKr4lauSjrAlg,arctic-wolf,"['500+', 'B2B', 'Cybersecurity', 'Software', 'Team true north']","['Information Technology', 'Security', 'Software']",other,5,career_page,30964334-sales-development-representative-commercial,Sales Development Representative - Commercial,https://arcticwolf.wd1.myworkdayjobs.com/External/job/Eden-Prairie-MN-USA/Sales-Development-Representative---Commercial_R23_1044,False,False
1697883945,['Canada'],10676,StackAdapt,https://cdn.filestackcontent.com/pcoK06utSe3PjLmPfYqg,stackadapt,"['Advertising/marketing', 'B2B', 'C100 alumni', 'SaaS', 'Software', 'Team true north']","['Sales and Marketing', 'Software']",series_a,5,career_page,30964259-senior-full-stack-engineer-audiences-inventory-pixels,"Senior Full Stack Engineer - Audiences, Inventory & Pixels",https://jobs.lever.co/stackadapt/45606451-086e-48d6-a6ea-b10ab573a627,False,True
1697883681,"['saint john, nb, canada']",19816,ProcedureFlow,https://cdn.filestackcontent.com/3tUeoh0XQi2WneWFuUZg,procedureflow,"['B2B', 'Education', 'HR', 'SaaS', 'Software']","['Information Technology', 'Software']",other,3,career_page,30964042-marketing-web-designer,Marketing Web Designer,https://procedureflow.bamboohr.com/careers/36,False,False
1697818179,['Multiple locations'],11382,Riipen,https://cdn.filestackcontent.com/eJ6wAcqSKuy744hbNXFs,riipen,"['100-499', 'B2B', 'Education', 'Marketplace', 'Software']","['Education', 'Software']",seed,3,career_page,30961843-project-assistant-6-month-term-remote,Project Assistant (6-month term/remote),https://riipen.pinpointhq.com/en/postings/a36b9644-7137-47b8-a291-adce2bbc96bf,False,False
1697818178,['Multiple locations'],11382,Riipen,https://cdn.filestackcontent.com/eJ6wAcqSKuy744hbNXFs,riipen,"['100-499', 'B2B', 'Education', 'Marketplace', 'Software']","['Education', 'Software']",seed,3,career_page,30961842-bilingual-junior-account-manager-canada-remote,"Bilingual Junior Account Manager (Canada, Remote)",https://riipen.pinpointhq.com/en/postings/d7d55966-da92-4d01-a320-bd24ff88ec2b,False,False
1697813821,"['United States', 'Remote']",17482,SkyHive,https://cdn.filepicker.io/api/file/cU5GOH27QuCwvF1IUquu,skyhive,"['AI/ML', 'B2B', 'C100 alumni', 'Data & analytics', 'Education', 'HR', 'SaaS', 'Software']","['DeepTech', 'Information Technology', 'Software']",other,3,career_page,30958989-solutions-engineer,Solutions Engineer,https://skyhive.humi.ca/solutions/25640,False,False
1697813820,"['Remote', 'Europe']",17482,SkyHive,https://cdn.filepicker.io/api/file/cU5GOH27QuCwvF1IUquu,skyhive,"['AI/ML', 'B2B', 'C100 alumni', 'Data & analytics', 'Education', 'HR', 'SaaS', 'Software']","['DeepTech', 'Information Technology', 'Software']",other,3,career_page,30958988-solutions-engineer,Solutions Engineer,https://skyhive.humi.ca/solutions/25639,False,False
1697813243,['Canada'],78483,Info-Tech Research Group,https://cdn.filestackcontent.com/tN6cZCNtT2mGkmFIgvxi,info-tech-research-group,"['500+', 'B2B', 'Research', 'Team true north']",['Information Technology'],other,5,career_page,30958142-senior-manager-hr-organization-transformation-consultant,"Senior Manager, HR & Organization Transformation Consultant",https://recruiting.ultipro.ca/INF5000IFTC/JobBoard/2526a5be-e33e-4de9-90ae-3b23d42b9441/OpportunityDetail?opportunityId=0bd00210-4326-483b-9afe-f11a3d1f4da0,False,False
1697812324,"['Toronto, ON, Canada']",20141,Wattpad,https://cdn.filestackcontent.com/i9C6nkn5R3qdGxqgWvKQ,wattpad,"['100-499', 'B2C', 'Consumer & lifestyle', 'Media & entertainment', 'Software']","['Media', 'Software']",other,5,career_page,30957288-technical-project-manager,Technical Project Manager,https://jobs.lever.co/wattpad/540fa93d-35e3-499e-922c-f2048f39d32b,False,True
1697812323,"['Halifax, NS, Canada']",20141,Wattpad,https://cdn.filestackcontent.com/i9C6nkn5R3qdGxqgWvKQ,wattpad,"['100-499', 'B2C', 'Consumer & lifestyle', 'Media & entertainment', 'Software']","['Media', 'Software']",other,5,career_page,30957285-technical-project-manager,Technical Project Manager,https://jobs.lever.co/wattpad/50d636e1-da80-4c5a-953d-d524e47e9939,False,True
1697812321,"['United States', 'Canada', 'Remote']",20141,Wattpad,https://cdn.filestackcontent.com/i9C6nkn5R3qdGxqgWvKQ,wattpad,"['100-499', 'B2C', 'Consumer & lifestyle', 'Media & entertainment', 'Software']","['Media', 'Software']",other,5,career_page,30957282-technical-project-manager,Technical Project Manager,https://jobs.lever.co/wattpad/49ef56ad-db53-481d-9903-f66a663a2f6d,False,True
1697812227,"['Oakville, ON, Canada']",22438,Geotab,https://cdn.filepicker.io/api/file/wUIg8GCtSy8y6U5a0yag,geotab,"['500+', 'B2B', 'Sensors/IoT', 'Team true north', 'Transportation']","['Hardware', 'Information Technology', 'Software', 'Transportation']",other,5,career_page,30957126-senior-product-designer-contract-24-months,Senior Product Designer (Contract - 24 months),https://jobs.lever.co/geotab/c1073b99-58f2-43a4-ae0e-60e6abd6a3df,False,True
1697812227,"['Oakville, ON, Canada']",22438,Geotab,https://cdn.filepicker.io/api/file/wUIg8GCtSy8y6U5a0yag,geotab,"['500+', 'B2B', 'Sensors/IoT', 'Team true north', 'Transportation']","['Hardware', 'Information Technology', 'Software', 'Transportation']",other,5,career_page,30957124-senior-data-scientist,Senior Data Scientist,https://jobs.lever.co/geotab/1a454d96-c7ce-466b-8ddb-6af78aafc02b,False,True
1697811849,['Multiple locations'],10603,Clio,https://cdn.filepicker.io/api/file/cf0LvwsESGmjhv8a0nOq,clio,"['500+', 'B2B', 'Legal', 'Software', 'Team true north']","['Information Technology', 'Software']",series_c_plus,4,career_page,30956525-community-marketing-specialist-emea,"Community Marketing Specialist, EMEA",https://clio.wd3.myworkdayjobs.com/ClioCareerSite/job/Remote---Ireland/Community-Marketing-Specialist--EMEA_BF-REQ-1986,False,False
1697811483,"['Toronto, ON, Canada']",10680,TouchBistro,https://cdn.filestackcontent.com/6k0lr8Y9S0qD1Oiw1YYE,touchbistro,"['100-499', 'B2B', 'Food & Beverage', 'Hospitality', 'SaaS', 'Software']","['Food', 'Information Technology', 'Software']",other,4,career_page,30955815-product-support-technician,Product Support Technician,https://boards.greenhouse.io/touchbistro/jobs/5767511003?gh_jid=5767511003,False,True
1697810579,['Remote'],22458,MappedIn Inc.,https://cdn.filestackcontent.com/zs0tsNraTP80WRxtOm6N,mappedin-inc,"['50-99', 'B2B', 'Software', 'Travel']",['Software'],other,3,career_page,30952782-revenue-operations-specialist,Revenue Operations Specialist,https://mappedin.applytojob.com/apply/BSHKw8Ucq2/Revenue-Operations-Specialist,False,False
1697810347,"['Ottawa, ON, Canada']",11397,Solink,"https://cdn.filestackcontent.com/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/rLRdKe2cS2Rh8bvwnLDA",solink,"['100-499', 'B2B', 'Productivity', 'Software', 'Team true north']","['Finance', 'Information Technology', 'Media', 'Software']",series_b,4,career_page,30952128-sales-engineer,Sales Engineer,https://solink.bamboohr.com/careers/272,False,False
1697810207,['Asia'],27326,Horizon Blockchain Games,https://cdn.filestackcontent.com/Ajhg8XWWToue70u233hM,horizon-blockchain-games-2,"['10-49', 'B2C', 'Crypto & blockchain', 'Gaming & esports', 'Software']","['Blockchain and Crypto', 'Finance', 'Gaming']",series_a,3,career_page,30952017-solution-support-associate-asia,"Solution & Support Associate, ASIA",https://jobs.lever.co/Horizon/451670a1-9115-4234-a60b-c5b31b880b46,False,True
1697810206,"['Toronto, ON, Canada']",27326,Horizon Blockchain Games,https://cdn.filestackcontent.com/Ajhg8XWWToue70u233hM,horizon-blockchain-games-2,"['10-49', 'B2C', 'Crypto & blockchain', 'Gaming & esports', 'Software']","['Blockchain and Crypto', 'Finance', 'Gaming']",series_a,3,career_page,30952015-open-call-for-frontend-react-and-backend-go-developers,Open Call for Frontend (React) and Backend (Go) Developers!,https://jobs.lever.co/Horizon/7adb019c-be9f-4d1f-8c98-c471bb5165ae,False,True
1697810055,['Canada'],12374,RANK Software,https://cdn.filestackcontent.com/KfqHFrsStIIBVjXC59mg,rank-software,"['B2B', 'Cybersecurity', 'Data & analytics', 'SaaS', 'Software']","['Information Technology', 'Software']",other,1,career_page,30951920-senior-financial-analyst,Senior Financial Analyst,https://tucows.com/careers/jobs?gh_jid=5766499003,False,True
1697810054,['Canada'],12374,RANK Software,https://cdn.filestackcontent.com/KfqHFrsStIIBVjXC59mg,rank-software,"['B2B', 'Cybersecurity', 'Data & analytics', 'SaaS', 'Software']","['Information Technology', 'Software']",other,1,career_page,30951919-senior-financial-analyst,Senior Financial Analyst,https://tucows.com/careers/jobs?gh_jid=5776675003,False,True
1697810054,"['Centennial, CO, USA']",12374,RANK Software,https://cdn.filestackcontent.com/KfqHFrsStIIBVjXC59mg,rank-software,"['B2B', 'Cybersecurity', 'Data & analytics', 'SaaS', 'Software']","['Information Technology', 'Software']",other,1,career_page,30951918-fiber-optic-technician,Fiber Optic Technician,https://tucows.com/careers/jobs?gh_jid=5731403003,False,True
1697810053,"['Charlottesville, VA, USA']",12374,RANK Software,https://cdn.filestackcontent.com/KfqHFrsStIIBVjXC59mg,rank-software,"['B2B', 'Cybersecurity', 'Data & analytics', 'SaaS', 'Software']","['Information Technology', 'Software']",other,1,career_page,30951917-construction-program-manager,Construction Program Manager,https://tucows.com/careers/jobs?gh_jid=5772323003,False,True
1697809967,"['Montreal, QC, Canada']",5975,Dialogue,https://cdn.filestackcontent.com/rHIVB4fRWeXyajvqB0Ly,dialogue,"['100-499', 'B2B', 'Female founded', 'Healthcare & wellness', 'HR', 'SaaS', 'Software']","['Health', 'Wellness and Beauty']",ipo,4,career_page,30951857-software-engineer-back-end,"Software Engineer, Back-End",https://boards.greenhouse.io/dialoguehealthtechnologiesinc/jobs/5003165004,False,True
1697809586,"['New York, NY, USA', 'Boston, MA, USA', 'Chicago, IL, USA', 'Atlanta, GA, USA']",19807,Hootsuite,https://cdn.filepicker.io/api/file/sOeiCoJS9OhHtRpay0Fd,hootsuite-19807,"['500+', 'Advertising/marketing', 'B2B', 'Software', 'Team true north']","['Information Technology', 'Media', 'Sales and Marketing', 'Software']",other,5,career_page,30951393-creative-director,Creative Director,https://careers.hootsuite.com/jobs/?gh_jid=5452338,False,True
1697809102,"['Toronto, ON, Canada']",29795,BoxHub,https://cdn.filepicker.io/api/file/feDZF09WTHqk5Xtc8VjD,boxhub,"['10-49', 'Data & analytics', 'Logistics / supply chain', 'Software', 'Transportation']","['ECommerce & Marketplace', 'Manufacturing', 'Transportation']",series_a,2,career_page,30950901-inbound-account-executive-b2b-vertical,Inbound Account Executive (B2B Vertical),https://jobs.lever.co/boxhub/9d6cda3f-b7c4-4d0e-94df-32144fc48ec5,False,True
1697809101,"['Toronto, ON, Canada']",29795,BoxHub,https://cdn.filepicker.io/api/file/feDZF09WTHqk5Xtc8VjD,boxhub,"['10-49', 'Data & analytics', 'Logistics / supply chain', 'Software', 'Transportation']","['ECommerce & Marketplace', 'Manufacturing', 'Transportation']",series_a,2,career_page,30950900-fulfillment-operations-coordinator,Fulfillment Operations Coordinator,https://jobs.lever.co/boxhub/0010c9ce-c548-4d46-9d92-fe836c8d6e15,False,True
1697808887,"['Toronto, ON, Canada']",4390,Limelight Platform,https://cdn.filestackcontent.com/NOCGyyqhQiyRnpLUGWXo,limelight-platform,"['B2B', 'Productivity', 'SaaS', 'Software']","['Information Technology', 'Software']",other,2,career_page,30950717-account-executive,Account Executive,https://www.limelightplatform.com/cs/c/?cta_guid=c3ae047b-e8d4-45c3-b0c3-33bb1075f551&signature=AAH58kGTCGVmUD3QlkaNUZBOzS4YiBgF7w&pageId=5677560814&placement_guid=7c93eecc-2bd9-4c8b-af85-09e9e334e0cf&click=a88fae77-518a-4811-b3ec-70946588a726&hsutk=e369a58c66a88f1a5bea6f003de0a0fc&canon=https%3A%2F%2Fwww.limelightplatform.com%2Fcareers&portal_id=4088882&redirect_url=APefjpE7ezJolbYFPIrY8hvxzJzxRNQWwpJQEE2nCzT4-eNrapTHSWMh_4SSIdnUtdrCj0EdXveYVBW1rH8xQXpa1GcGHUkCEN-GK7KV5M2vsp1X1RAORP24msGEtEQCL2ZHA_imcfrQrjxMnTF-1o42762n6HLad3_IdaXSDsChOItMKWBHbjVoVRtvh-WAm5rHQbj_4ibf&__hstc=188154807.e369a58c66a88f1a5bea6f003de0a0fc.1697808886828.1697808886828.1697808886828.1&__hssc=188154807.1.1697808886828&__hsfp=1664294440&contentType=standard-page,False,False
1697808355,"['Mississauga, ON, Canada']",22474,PointClickCare,https://cdn.filestackcontent.com/wUhEWY01R4meZhIujyo1,pointclickcare,"['500+', 'B2B', 'Healthcare & wellness', 'SaaS', 'Team true north']","['Health', 'Information Technology', 'Software']",other,5,career_page,30950066-finance-customer-support-analyst-6-month-contract,Finance Customer Support Analyst (6 month contract),https://jobs.lever.co/pointclickcare/11da5730-f29c-4465-b1c7-2d730af63176,False,True
1697808354,"['Remote', 'Mississauga, ON, Canada']",22474,PointClickCare,https://cdn.filestackcontent.com/wUhEWY01R4meZhIujyo1,pointclickcare,"['500+', 'B2B', 'Healthcare & wellness', 'SaaS', 'Team true north']","['Health', 'Information Technology', 'Software']",other,5,career_page,30950062-application-analyst-iii-salesforce-administrator,Application Analyst III - Salesforce Administrator,https://jobs.lever.co/pointclickcare/f83ca804-011c-40a9-8048-8e41b2cdcb7f,False,True
1697808353,"['Sacramento, CA, USA']",22474,PointClickCare,https://cdn.filestackcontent.com/wUhEWY01R4meZhIujyo1,pointclickcare,"['500+', 'B2B', 'Healthcare & wellness', 'SaaS', 'Team true north']","['Health', 'Information Technology', 'Software']",other,5,career_page,30950058-us-project-manager-west-coast,(US) Project Manager - West Coast,https://jobs.lever.co/pointclickcare/fdc8af19-077c-4ce2-a968-b29c3dd3c89a,False,True
1697808352,"['Vancouver, BC, Canada']",22474,PointClickCare,https://cdn.filestackcontent.com/wUhEWY01R4meZhIujyo1,pointclickcare,"['500+', 'B2B', 'Healthcare & wellness', 'SaaS', 'Team true north']","['Health', 'Information Technology', 'Software']",other,5,career_page,30950055-canada-project-manager-west-coast,(Canada) Project Manager - West Coast,https://jobs.lever.co/pointclickcare/b4304c23-dd78-4bbb-92bb-21eb989f2a75,False,True
1697808239,"['Manila, Philippines']",56768,Alida,https://cdn.filestackcontent.com/eX1CqfUpR5y2sqmwLHCU,alida-2-9bc2e0c3-bb33-46b6-a747-d567d5d1c6d4,"['100-499', 'B2B', 'Data & analytics', 'Productivity', 'SaaS', 'Software']","['Hardware', 'Information Technology', 'Software']",other,3,career_page,30949907-accounts-receivable-specialist,Accounts Receivable Specialist,https://jobs.lever.co/alida/89e3e680-0c8a-4e49-822a-3a5d5c41510f,False,True
1697808238,"['Manila, Philippines']",56768,Alida,https://cdn.filestackcontent.com/eX1CqfUpR5y2sqmwLHCU,alida-2-9bc2e0c3-bb33-46b6-a747-d567d5d1c6d4,"['100-499', 'B2B', 'Data & analytics', 'Productivity', 'SaaS', 'Software']","['Hardware', 'Information Technology', 'Software']",other,3,career_page,30949905-accounts-payable-clerk,Accounts Payable Clerk,https://jobs.lever.co/alida/b7659890-bfc5-4799-8455-ae3ca7e9fe8a,False,True
1697807940,"['Victoria, BC, Canada']",10601,Canada Learning Code,https://cdn.filestackcontent.com/9GufizDTlO02Cmfzdzew,canada-learning-code,"['Ecosystem organization', 'Education', 'Female founded']",['Education'],other,3,career_page,30949366-victoria-chapter-lead,Victoria Chapter Lead,https://www.indeed.com/viewjob?jk=cafca29de3d5ae16,False,False
1697807605,"['Baltimore, MD, USA', 'Remote']",27331,ChainSafe Systems,https://cdn.filestackcontent.com/vnhQBL7QtOJCbK3t7ZtH,chainsafe-systems,"['50-99', 'Agnostic (all)', 'B2B', 'Crypto & blockchain', 'Software']","['Blockchain and Crypto', 'Software']",series_a,3,career_page,30948848-developer-relations-web3js,Developer Relations - Web3js,https://boards.greenhouse.io/chainsafesystems/jobs/5001619004,False,True
1697807174,"['Toronto, ON, Canada']",105571,BOXHUB,https://cdn.filepicker.io/api/file/nXLqlGOYRjmjE6UqvFtj,boxhub-2-a5b47ee4-9f70-4dc0-b987-674730baf9f1,"['10-49', 'B2B', 'Logistics / supply chain', 'SaaS', 'Software']","['ECommerce & Marketplace', 'Manufacturing', 'Transportation']",series_a,2,career_page,30948427-fulfillment-operations-coordinator,Fulfillment Operations Coordinator,https://jobs.lever.co/boxhub/0010c9ce-c548-4d46-9d92-fe836c8d6e15,False,True
1697807039,"['United States', 'Canada', 'Remote']",20326,1Password,https://cdn.filepicker.io/api/file/ocZBX7eyQm2h1Yy3YiQR,1password,"['100-499', 'B2B', 'Cybersecurity', 'Software']","['Finance', 'Information Technology', 'Security', 'Software']",series_c_plus,5,career_page,30948314-director-security-operations,"Director, Security Operations",https://jobs.lever.co/1password/5ff50511-9590-4c72-8f31-c6f5c75e85f0,False,True
1697807013,"['Seattle, WA, USA']",24054,Smart Ecosystems,https://cdn.filestackcontent.com/ul6mwp8pRpmfrFXFIXIH,smart-ecosystems,"['500+', 'B2B', 'Education', 'Hardware (non-robotics)', 'Software', 'Team true north']","['Education', 'Hardware', 'Information Technology', 'Software']",other,4,career_page,30948311-environmental-compliance-specialist-d394,Environmental Compliance Specialist (D394),https://smarttechnologies.hire.trakstar.com/jobs/fk0vmfp/,False,False
1697806624,"['Montreal, QC, Canada']",11167,LANDR,https://cdn.filestackcontent.com/qlUIvE7mTHuy3QnoETiG,landr,"['B2C', 'Media & entertainment', 'SaaS', 'Software']","['Education', 'Media', 'Music', 'Software']",series_b,3,career_page,30947943-specialiste-seo-seo-specialist,Spécialiste SEO/SEO Specialist,https://landr.bamboohr.com/careers/154,False,False
1697806571,['Remote'],77163,Pontosense Inc,https://cdn.filestackcontent.com/VuzRVhb1QeWApG4iusOd,pontosense-inc,"['10-49', 'AI/ML', 'B2C', 'Biotechnology', 'Hardware (non-robotics)', 'Medical/life sciences', 'Sensors/IoT']","['Biotechnology', 'Hardware', 'Real Estate', 'Software', 'Transportation']",other,2,career_page,30947835-fractional-cfo,Fractional CFO,https://jobs.ashbyhq.com/Pontosense/2b9b95f6-91b0-428d-93fe-d0617c86e312,False,False
1697806052,"['Denver, CO, USA']",23214,Vitruvi,https://cdn.filestackcontent.com/YC9xKnRFScG2iJUNGUeQ,vitruvi-cc,"['B2B', 'Female founded', 'Industrial', 'Logistics / supply chain', 'Proptech', 'SaaS', 'Software']","['Information Technology', 'Real Estate', 'Software']",other,3,career_page,30947028-technical-consultant,Technical Consultant,https://fresnelsoftware.bamboohr.com/careers/193,False,False
1697805760,"['Toronto, ON, Canada']",10638,Loopio,https://cdn.filepicker.io/api/file/f3doHjXnRJ2SY2wvJ8Ic,loopio,"['B2B', 'Productivity', 'SaaS', 'Software']","['Information Technology', 'Software']",other,4,career_page,30945366-senior-customer-success-manager-contract,Senior Customer Success Manager - Contract,https://jobs.lever.co/loopio/770c43e0-c0f0-4771-8c16-adbab23021fc,False,True
1697805759,"['Toronto, ON, Canada']",10638,Loopio,https://cdn.filepicker.io/api/file/f3doHjXnRJ2SY2wvJ8Ic,loopio,"['B2B', 'Productivity', 'SaaS', 'Software']","['Information Technology', 'Software']",other,4,career_page,30945357-enterprise-account-executive-growth,"Enterprise Account Executive, Growth",https://jobs.lever.co/loopio/d5085fa9-73df-4118-952a-d90fce1260ee,False,True
1697805189,"['Toronto, ON, Canada']",12554,Ecopia.AI,https://cdn.filestackcontent.com/V37jDP0GQYeXmjPLsjck,ecopia-ai-2,"['10-49', 'AI/ML', 'B2B', 'Team true north']","['DeepTech', 'Finance', 'Software']",other,3,career_page,30944686-channel-partner-success-specialist,Channel Partner Success Specialist,https://ecopiatech.bamboohr.com/careers/106,False,False
1697805068,"['Edmonton, AB, Canada']",19959,Avalon Holographics,https://cdn.filestackcontent.com/q5Fn1PnQLiH8iHf3AaKQ,avalon-holographics,"['Ar/VR & wearables', 'B2C', 'C100 alumni', 'Gaming & esports', 'Hardware (non-robotics)', 'Media & entertainment']","['Energy', 'Hardware', 'Manufacturing', 'Software']",other,3,manual,30944449-process-integration-specialist,Process Integration Specialist,https://www.avalonholographics.com/careers?job=48,False,False
1697804962,"['Edmonton, AB, Canada']",19959,Avalon Holographics,https://cdn.filestackcontent.com/q5Fn1PnQLiH8iHf3AaKQ,avalon-holographics,"['Ar/VR & wearables', 'B2C', 'C100 alumni', 'Gaming & esports', 'Hardware (non-robotics)', 'Media & entertainment']","['Energy', 'Hardware', 'Manufacturing', 'Software']",other,3,manual,30944253-office-manager-human-resources,Office Manager/Human Resources,https://www.avalonholographics.com/careers?job=50,False,False
1697804864,"['Montreal, QC, Canada']",56781,ELYSIS,https://cdn.filestackcontent.com/ZgLdBbBkTOG0rhErbMTX,elysis,"['10-49', 'B2B', 'Hardware (non-robotics)', 'Industrial']",['Sustainability'],other,2,career_page,30944013-elysis-ingenieur-e-de-modelisation-modeling-engineer,ELYSIS - Ingénieur(e) de modélisation / Modeling Engineer,https://www.careerarc.com/job-listing/elysis-jobs-elysis-ingenieur-e-de-modelisation-modeling-engineer-47928031,False,False
1697804750,"['Vancouver, BC, Canada']",18164,MineSense Technologies,https://cdn.filestackcontent.com/HJDVAz1BSGORFNqryHAo,minesense-technologies-2,"['50-99', 'B2B', 'Data & analytics', 'Mining', 'Software']","['Software', 'Sustainability']",series_c_plus,3,career_page,30943898-field-service-engineer-kamloops,Field Service Engineer- Kamloops,https://jobs.lever.co/minesense/eeadeac1-b0b5-4fb1-9bac-1cdf6cf8799f,False,True
